Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,Country,Postal Code,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone,First Seen
Safeway - Thunder Bay #682,Starbucks,74993-103264,,LS,1015 Dawson Road,1015 Dawson Road,,,Thunder Bay,ON,CA,P7B 5J4,"48.4514770508, -89.2537612915",48.45147705,-89.25376129,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
500 Terry Fox Drive,Starbucks,4575-95544,613-254-5775,CO,500 Terry Fox Drive,500 Terry Fox Drive,,,Kanata,ON,CA,K2T 1C3,"45.3088302612, -75.9167404175",45.30883026,-75.91674042,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
900 Eglinton Ave. W.,Starbucks,4206-529,(416) 780-9138,CO,900 Eglington Avenue West,900 Eglington Avenue West,,,Toronto,ON,CA,M6C 2B6,"43.700717926, -79.4274520874",43.70071793,-79.42745209,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Indigo Toronto Eaton Centre,Starbucks,4510-93341,416-205-9229,CO,"220 Yonge St, Toronto Eaton Centre",220 Yonge St,,Toronto Eaton Centre,Toronto,ON,CA,M5B 2H6,"43.6536560059, -79.3811950684",43.65365601,-79.38119507,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Cambie St & 39th Ave,Starbucks,4644-99427,604-321-1042,CO,5504 Cambie Street,5504 Cambie Street,,,Vancouver,BC,CA,V5Z 3A2,"49.2352371216, -123.115715027",49.23523712,-123.115715,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Main St & Front St - Penticton,Starbucks,4616-98531,250-770-1643,CO,202 Main Street,202 Main Street,,,Penticton,BC,CA,V2A 5B2,"49.5002975464, -119.593223572",49.50029755,-119.5932236,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Bridgeport & No 3 Road,Starbucks,4849-103752,604-247-0717,CO,8525 Sea Island Way,8525 Sea Island Way,,,Richmond,BC,CA,V6X 0A8,"49.1912612915, -123.129371643",49.19126129,-123.1293716,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
E. Columbia & Sherbrooke,Starbucks,4810-107004,604-522-7573,CO,411 East Columbia Street,411 East Columbia Street,,,New Westminster,BC,CA,V3L 3X3,"49.2286071777, -122.892944336",49.22860718,-122.8929443,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Saanich Center,Starbucks,122-83,2507276394,CO,"3995 Quadra St, Ste 103",3995 Quadra St,Ste 103,,Victoria,BC,CA,V8X 1J8,"48.4692573547, -123.362869263",48.46925735,-123.3628693,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Cornerstone Southridge,Starbucks,4532-94881,403-995-1924,CO,"201 Southridge Dr, 110, Cornerstone",201 Southridge Dr,110,Cornerstone,Okotoks,AB,CA,T1S 2E1,"50.705493927, -113.973449707",50.70549393,-113.9734497,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Chapters - Thunder Bay,Starbucks,72124-3628,807-346-9545,LS,797 Memorial Ave,797 Memorial Ave,,,Thunder Bay,ON,CA,P7B 3Z7,"48.4171295166, -89.2410430908",48.41712952,-89.24104309,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway-Calgary #288,Starbucks,74746-97383,403-255-2755,LS,1600 90th Avenue SW,1600 90th Avenue SW,,,Calgary,AB,CA,T2V 5A8,"50.9723167419, -114.098327637",50.97231674,-114.0983276,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
32 Foulis Row,Starbucks,3894-142225,902 481-9006,CO,"32 Foulis Row, Dartmouth Crossing",32 Foulis Row,,Dartmouth Crossing,Dartmouth,NS,CA,B3B 0E1,"44.7060089111, -63.5628662109",44.70600891,-63.56286621,Atlantic Standard Time,-240,GMT-04:00 America/Halifax,2013-12-08 17:41:59-05:00
8750 Bayview Ave,Starbucks,4572-9633,905-881-9594,CO,"8750 Bayview Avenue, Unit 1",8750 Bayview Avenue,Unit 1,,Richmond Hill,ON,CA,L4B 4V9,"43.8438491821, -79.4080429077",43.84384918,-79.40804291,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Cambie Street,Starbucks,185-122,(604) 872-3911,CO,3492 Cambie Street,3492 Cambie Street,,,Vancouver,BC,CA,V5Z 2W8,"49.2540779114, -123.11491394",49.25407791,-123.1149139,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
208th & Fraser - Langley,Starbucks,4481-89662,604-532-0922,CO,20831 Fraser Highway,20831 Fraser Highway,,,Langley,BC,CA,V3A 4G7,"49.10206604, -122.645706177",49.10206604,-122.6457062,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway-Vancouver #2,Starbucks,74182-31601,6047325226,LS,2733 W. Broadway,2733 W. Broadway,,,Vancouver,BC,CA,V6K 2G5,"49.2642822266, -123.167068481",49.26428223,-123.1670685,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
1910 St. Laurent Blvd,Starbucks,4517-93451,613-248-0550,CO,"1910 St. Laurent Blvd, Unit A/B",1910 St. Laurent Blvd,Unit A/B,,Ottawa,ON,CA,K1G 1A4,"45.3989906311, -75.6231155396",45.39899063,-75.62311554,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Longos Brampton,Starbucks,79267-99847,,LS,7700 Hurontario St,7700 Hurontario St,,,Brampton,ON,CA,L6Y 4M3,"43.659942627, -79.725692749",43.65994263,-79.72569275,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Broadway & Cambie,Starbucks,4760-101290,604-872-5666,CO,"500 West Broadway, 104",500 West Broadway,104,,Vancouver,BC,CA,V5Z 1E9,"49.2630615234, -123.115142822",49.26306152,-123.1151428,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Graham & Kennedy,Starbucks,4952-131364,204 944 8627,CO,412 Graham Avenue,412 Graham Avenue,,,Winnipeg,MB,CA,R3L 0L8,"49.8907318115, -97.1481018066",49.89073181,-97.14810181,Central Standard Time,-360,GMT-06:00 America/Winnipeg,2013-12-08 17:41:59-05:00
1420 Major Mackenzie Dr,Starbucks,4982-105180,905-303-6657,CO,"1420 Major Mackenzie Drive, Unit H1",1420 Major Mackenzie Drive,Unit H1,,Vaughan,ON,CA,L6A 4H6,"43.8621940613, -79.4851379395",43.86219406,-79.48513794,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
2880 Major MacKenzie Dr,Starbucks,4965-126344,905-887-5902,CO,"2880 Major Mackenzie, 3",2880 Major Mackenzie,3,,Markham,ON,CA,L6C 0G6,"43.8850784302, -79.3727874756",43.88507843,-79.37278748,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Clearbrook Town Square,Starbucks,177-239,(604) 864-0254,CO,32470 South Fraser Way,32470 South Fraser Way,,,Clearbrook,BC,CA,V2T 4W1,"49.0510597229, -122.324630737",49.05105972,-122.3246307,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
16th Ave & 11 Street NW,Starbucks,4423-63940,4033381343,CO,1120 16TH Avenue N.W.,1120 16TH Avenue N.W.,,,Calgary,AB,CA,T2M 0K8,"51.0672683716, -114.086349487",51.06726837,-114.0863495,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Columbia Place - Kamloops,Starbucks,4216-43,(250) 314-0341,CO,"1210 Summit Drive, #1 Unit 900",1210 Summit Drive,#1 Unit 900,,Kamloops,BC,CA,V2C 6M2,"50.6652030945, -120.352493286",50.66520309,-120.3524933,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Woodgrove Chapters,Starbucks,4393-22801,250/390-9094,CO,6650 Mary Ellen Drive,6650 Mary Ellen Drive,,,Nanaimo,BC,CA,V9T 4T7,"49.2383346558, -124.054481506",49.23833466,-124.0544815,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
81 Metcalfe Street,Starbucks,4516-93218,613-569-6060,CO,81 Metcalfe St,81 Metcalfe St,,,Ottawa,ON,CA,K1P 6K7,"45.4211883545, -75.6957092285",45.42118835,-75.69570923,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Cross Iron Indigo,Starbucks,5063-145250,403-274-4303,CO,"261055 CrossIron Blvd., Unit H, Cross Iron Mills",261055 CrossIron Blvd.,Unit H,Cross Iron Mills,Rocky View,AB,CA,T4A 0G3,"51.2050476074, -113.994300842",51.20504761,-113.9943008,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Safeway - Delta #179,Starbucks,74897-99491,,LS,5275 48 Ave,5275 48 Ave,,,Delta,BC,CA,V4K 1W4,"49.0914115906, -123.079055786",49.09141159,-123.0790558,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Valleyview SC - Kamloops,Starbucks,4975-132024,(250) 314-4120,CO,"1967 E Trans Canada Hwy, Unit 90C, Valleyview Shopping Centre",1967 E Trans Canada Hwy,Unit 90C,Valleyview Shopping Centre,Kamloops,BC,CA,V2C 4A4,"50.6790542603, -120.275184631",50.67905426,-120.2751846,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Hull's Corner-Jacklin & Langford,Starbucks,4658-100562,250-478-7878,CO,"2972 Jacklin Road, Hull's Corner",2972 Jacklin Road,,Hull's Corner,Langford,BC,CA,V9B 0A3,"48.4423484802, -123.510955811",48.44234848,-123.5109558,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Bloor & Ellis,Starbucks,4702-102446,416-761-9402,CO,1997 Bloor St W,1997 Bloor St W,,,Toronto,ON,CA,M6S 1M4,"43.6522064209, -79.4709243774",43.65220642,-79.47092438,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Don Mills & Lawrence,Starbucks,4095-108287,416-331-9861,CO,1070 Don Mills Road,1070 Don Mills Road,,,Toronto,ON,CA,M3C 0H8,"43.7350616455, -79.3439102173",43.73506165,-79.34391022,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
King & Peter,Starbucks,4802-104798,416-204-9967,CO,370 King St W,370 King St W,,,Toronto,ON,CA,M5V 1J9,"43.6462364197, -79.3920593262",43.64623642,-79.39205933,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Broadway & Manitoba,Starbucks,4942-104993,(604) 874-6883,CO,1-111 West Broadway,1-111 West Broadway,,,Vancouver,BC,CA,V5Y 1P4,"49.2632331848, -123.106994629",49.26323318,-123.1069946,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Hwy 16A & Jennifer Heil Way,Starbucks,4738-102813,780-960-8872,CO,"4 McLeod Avenue, 110, Westgrove Commons Mall",4 McLeod Avenue,110,Westgrove Commons Mall,Spruce Grove,AB,CA,T7X 3Y1,"53.5417671204, -113.931350708",53.54176712,-113.9313507,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Sheraton Parkway Toronto North- Ric,Starbucks,75972-106123,,LS,600 Hwy-7 E,600 Hwy-7 E,,,Richmond Hill,ON,CA,L4B 1B2,"43.8454666138, -79.3809432983",43.84546661,-79.3809433,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Boundary Plaza-Kingsway & Boundary,Starbucks,4723-103830,604-431-7535,CO,"3665 Kingsway, 190, Boundary Plaza",3665 Kingsway,190,Boundary Plaza,Vancouver,BC,CA,V5R 5W2,"49.2324485779, -123.024101257",49.23244858,-123.0241013,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
135 Gateway Park Dr,Starbucks,4338-1867,5196531333,CO,135 Gateway Park Drive,135 Gateway Park Drive,,,Kitchener,ON,CA,N2P 2J9,"43.4064445496, -80.3881988525",43.40644455,-80.38819885,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Yorkdale Indigo,Starbucks,4509-93344,416-782-7998,CO,"3401 Dufferin St, Yorkdale Mall",3401 Dufferin St,,Yorkdale Mall,Toronto,ON,CA,M6A 2T9,"43.7267723083, -79.4518280029",43.72677231,-79.451828,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Ackroyd,Starbucks,163-250,(604) 279-9676,CO,"8111 Ackroyd Road, #140",8111 Ackroyd Road,#140,,Richmond,BC,CA,V6X 3J9,"49.1723976135, -123.135978699",49.17239761,-123.1359787,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway-Airdrie #281,Starbucks,74745-97386,403-948-4838,LS,505 Main Street,505 Main Street,,,Airdrie,AB,CA,T4B 2B8,"51.2955207825, -114.013572693",51.29552078,-114.0135727,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Cobblestone,Starbucks,4838-108631,(780)532-0759,CO,"104, 9910 92nd Street, Cobblestone","104, 9910 92nd Street",,Cobblestone,Grande Prairie,AB,CA,T8X 0E7,"55.1694450378, -118.768600464",55.16944504,-118.7686005,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Westin Bayshore,Starbucks,75973-92562,,LS,1601 Bayshore Dr,1601 Bayshore Dr,,,Vancouver,BC,CA,V6G 2V4,"49.2919960022, -123.129463196",49.291996,-123.1294632,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Abbotsford Hospital - main lobby,Starbucks,70080-103268,6045577902,LS,32900 Marshall Rd,32900 Marshall Rd,,,Abbotsford,BC,CA,V2S 1K2,"49.0416870117, -122.293411255",49.04168701,-122.2934113,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
76 Barrie View Dr,Starbucks,4329-1750,705-735-6565,CO,76 Barrie View Drive,76 Barrie View Drive,,,Barrie,ON,CA,L4N 8V4,"44.33568573, -79.6885986328",44.33568573,-79.68859863,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
2293 Yonge Street,Starbucks,4215-526,(416) 481-2166,CO,2293 Yonge Street,2293 Yonge Street,,,Toronto,ON,CA,M4P 2C6,"43.7075881958, -79.3982620239",43.7075882,-79.39826202,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Newport Village,Starbucks,4988-139545,403-258-0352,CO,9110 MacLeod Trail SE,9110 MacLeod Trail SE,,,Calgary,AB,CA,T2J 0P5,"50.9718589783, -114.070922852",50.97185898,-114.0709229,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Regent Avenue,Starbucks,4883-108964,204 663 1758,CO,"1581 Regent Avenue West, Unit 1",1581 Regent Avenue West,Unit 1,,Winnipeg,MB,CA,R2C 3B3,"49.8983612061, -97.0669937134",49.89836121,-97.06699371,Central Standard Time,-360,GMT-06:00 America/Winnipeg,2013-12-08 17:41:59-05:00
Victoria Park & Consumers Rd.,Starbucks,4804-106564,416-493-5209,CO,"2555 Victoria Park Avenue, Victoria Commons",2555 Victoria Park Avenue,,Victoria Commons,Toronto,ON,CA,M1T 1A3,"43.7722129822, -79.3211212158",43.77221298,-79.32112122,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
494 Bloor Street West,Starbucks,4438-75461,416-535-9984,CO,494 Bloor Street West,494 Bloor Street West,,,Toronto,ON,CA,M5S 1Y2,"43.6654129028, -79.4099502563",43.6654129,-79.40995026,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
3250-52 Yonge,Starbucks,4254-586,(416) 488-8277,CO,3250-3252 Yonge Street,3250-3252 Yonge Street,,,Toronto,ON,CA,M4N 2L4,"43.7298164368, -79.4036483765",43.72981644,-79.40364838,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Walnut Grove,Starbucks,4231-39,(604) 882-9968,CO,"8840 210th Street, Walnut Grove Shopping Center",8840 210th Street,,Walnut Grove Shopping Center,Langley,BC,CA,V1M 2Y2,"49.1626815796, -122.635826111",49.16268158,-122.6358261,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Promontory SC-Vedder & Promontory,Starbucks,4782-105765,604-847-9464,CO,"107-45800 Promontory Rd, Promontory Shopping Centre",107-45800 Promontory Rd,,Promontory Shopping Centre,Chilliwack,BC,CA,V2R 5Z5,"49.1108093262, -121.956237793",49.11080933,-121.9562378,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
1164 Highbury Ave N,Starbucks,4822-106553,519-457-7139,CO,1164 Highbury Ave N,1164 Highbury Ave N,,,London,ON,CA,N5Y 1A7,"43.0146827698, -81.2121200562",43.01468277,-81.21212006,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Queensborough Landing,Starbucks,4599-96885,604-523-9278,CO,"805 Boyd St, 150, Queensborough Landing Shopping Centre",805 Boyd St,150,Queensborough Landing Shopping Centre,New Westminster,BC,CA,V3M 5X2,"49.1911010742, -122.947036743",49.19110107,-122.9470367,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Giroux Crossing,Starbucks,4752-103831,780 458 2364,CO,"5 Giroux Road, 520, Giroux Crossing",5 Giroux Road,520,Giroux Crossing,St. Albert,AB,CA,T8N 1B3,"53.6546859741, -113.6301651",53.65468597,-113.6301651,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
1984 Queen St.East,Starbucks,4227-532,(416) 690-0731,CO,1984 Queen Street East,1984 Queen Street East,,,Toronto,ON,CA,M4L 1J2,"43.6700363159, -79.3005981445",43.67003632,-79.30059814,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway-Moose Jaw #395,Starbucks,79740-128704,13066938033,LS,200 1st Avenue NW,200 1st Avenue NW,,,Moose Jaw,SK,CA,S6H 1S6,"50.3916778564, -105.537490845",50.39167786,-105.5374908,Canada Central Standard Time,-360,GMT-06:00 America/Regina,2013-12-08 17:41:59-05:00
3175 Rutherford Rd,Starbucks,4732-104193,905-669-1460,CO,"3175 Rutherford Road, Unit 78, Building B",3175 Rutherford Road,"Unit 78, Building B",,Vaughan,ON,CA,L4K 5Y6,"43.8292961121, -79.5368881226",43.82929611,-79.53688812,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Pender,Starbucks,157-9412,604-685-7373,CO,700 W Pender St,700 W Pender St,,,Vancouver,BC,CA,V6C 1G8,"49.2848815918, -123.115539551",49.28488159,-123.1155396,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway - Edmonton #838,Starbucks,74935-102407,780-451-1860,LS,"601, 111 Ave. & Groat Rd","601, 111 Ave. & Groat Rd",,,Edmonton,AB,CA,T5M 3L7,"53.559551239, -113.553619385",53.55955124,-113.5536194,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Bloor & Thompson,Starbucks,4613-98127,416-231-6116,CO,3079-3081 Bloor St W,3079-3081 Bloor St W,,,Toronto,ON,CA,M8X 1C7,"43.6465797424, -79.5140380859",43.64657974,-79.51403809,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Cranbrook,Starbucks,4894-119405,(250) 489-3774,CO,1325 Cranbrook St. N,1325 Cranbrook St. N,,,Cranbrook,BC,CA,V1C 3S7,"49.5251655579, -115.753990173",49.52516556,-115.7539902,US Mountain Standard Time,-420,GMT+000000 America/Dawson_Cree,2013-12-08 17:41:59-05:00
Upper Canada Mall - Lower Level,Starbucks,4764-105712,905-895-9411,CO,"17600 Yonge Street, Upper Canada Mall",17600 Yonge Street,,Upper Canada Mall,Newmarket,ON,CA,L3Y 4Z1,"44.0559692383, -79.4838027954",44.05596924,-79.4838028,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Square One  - Food Court,Starbucks,4478-89926,905-848-0068,CO,"100 City Centre Drive, I-129, Square One Shopping Centre",100 City Centre Drive,I-129,Square One Shopping Centre,Mississauga,ON,CA,L5B 2C9,"43.5930480957, -79.6421585083",43.5930481,-79.64215851,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Mainland & Nelson Yaletown Park,Starbucks,4813-107732,604-609-7075,CO,"977 Mainland Street, 987",977 Mainland Street,987,,Vancouver,BC,CA,V6B 1T2,"49.2772865295, -123.118682861",49.27728653,-123.1186829,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Shepard Centre Indigo,Starbucks,5188-138106,403-203-9346,CO,"4916 - 130 Ave SE, 176, South Trail",4916 - 130 Ave SE,176,South Trail,Calgary,AB,CA,T2Z 0G4,"50.9338684082, -113.962463379",50.93386841,-113.9624634,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Shaw Tower,Starbucks,4914-124064,604-605-3144,CO,"150-1067 West Cordova, Shaw Tower",150-1067 West Cordova,,Shaw Tower,Vancouver,BC,CA,V6C 1C7,"49.2883644104, -123.117622375",49.28836441,-123.1176224,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
St-Jean & De Salaberry,Starbucks,4067-140782,514-626-3223,CO,3700 St. Jean,3700 St. Jean,,,Dollard-des-ormeaux,QC,CA,H9G 1X1,"45.4737854004, -73.8356018066",45.4737854,-73.83560181,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
Indigo at Grandview Corners,Starbucks,4865-104880,(604) 535-7741,CO,"2453 161A Street, 10, The Village of Grandview Corners",2453 161A Street,10,The Village of Grandview Corners,Surrey,BC,CA,V3S 9H7,"49.0467681885, -122.776557922",49.04676819,-122.7765579,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
330 Dundas St E,Starbucks,4430-18659,905-257-4244,CO,"330 Dundas Street East, Unit 5",330 Dundas Street East,Unit 5,,Oakville,ON,CA,L6J 4Z2,"43.4874000549, -79.71824646",43.48740005,-79.71824646,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Coventry Hills,Starbucks,4543-95050,403-567-1835,CO,"130 Country Village Road NE, Unit 605, Coventry Hills Centre",130 Country Village Road NE,Unit 605,Coventry Hills Centre,Calgary,AB,CA,T3K 6B8,"51.1609306335, -114.064857483",51.16093063,-114.0648575,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Radisson Downtown Winnipeg,Starbucks,6068-147845,,LS,288 Portage Avenue,288 Portage Avenue,,,Winnipeg,MB,CA,R3C 0B8,"49.8936538696, -97.1425552368",49.89365387,-97.14255524,Central Standard Time,-360,GMT-06:00 America/Winnipeg,2013-12-08 17:41:59-05:00
450 Columbia St W,Starbucks,4807-107185,519-746-5039,CO,"450 Columbia Street West, Laurelwood SHopping Centre",450 Columbia Street West,,Laurelwood SHopping Centre,Waterloo,ON,CA,N2T 2Z4,"43.4677429199, -80.5686035156",43.46774292,-80.56860352,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
3883 Rutherford Rd,Starbucks,4551-93921,905-850-7373,CO,"3883 Rutherford Road, Suite #1, Weston Downs Shopping Village",3883 Rutherford Road,Suite #1,Weston Downs Shopping Village,Woodbridge,ON,CA,L4L 9R8,"43.8256988525, -79.5570144653",43.82569885,-79.55701447,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
